"gene_ensembl_ID" "baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "gene" "DE"
"ENSMUSG00000096674" 351.2516209368 26.6577344488275 4.2472768813372 6.27642962623022 3.46436079165383e-10 3.26144823099982e-08 "Mup15" TRUE
"ENSMUSG00000052837" 5374.25866373756 -10.9977041362302 1.754790883238 -6.26724485594365 3.67492062219144e-10 3.42703682550589e-08 "Junb" TRUE
"ENSMUSG00000004951" 1312.78340097263 -10.8583962654384 1.73811802212178 -6.24721458913543 4.17836833576404e-10 3.86010943916145e-08 "Hspb1" TRUE
"ENSMUSG00000005534" 1236.56334728564 -10.6296613168131 1.70892879475367 -6.22007268497415 4.96924627613458e-10 4.54824068885096e-08 "Insr" TRUE
"ENSMUSG00000031538" 998.608854788574 -9.84049191870914 1.58793314583805 -6.19704421719574 5.75333423610272e-10 5.21758797466747e-08 "Plat" TRUE
"ENSMUSG00000003541" 1847.06803385803 -11.0969236999872 1.79821396083285 -6.17108082891743 6.7824735654398e-10 6.09497738130658e-08 "Ier3" TRUE
"ENSMUSG00000012819" 204.326558513646 -16.8650244858952 2.7382533733376 -6.15904453916138 7.3185143464925e-10 6.51743372207913e-08 "Cdh23" TRUE
"ENSMUSG00000041607" 1500.70509767903 -13.0887762585937 2.13114531113848 -6.14166297820467 8.16619787156733e-10 7.20739874646813e-08 "Mbp" TRUE
"ENSMUSG00000026628" 3396.68197276843 -10.2446523160164 1.67213292596766 -6.12669731988431 8.97219199310905e-10 7.84868299574185e-08 "Atf3" TRUE
"ENSMUSG00000034855" 1092.1325502173 -12.7379378003744 2.08114466698644 -6.120640243054 9.32001126528033e-10 8.08143082081545e-08 "Cxcl10" TRUE
"ENSMUSG00000078923" 471.544264727983 -11.3732321981887 1.86024365958527 -6.11384005508411 9.72617910974119e-10 8.36028526085145e-08 "Ube2v1" TRUE
"ENSMUSG00000024678" 948.333677264445 -12.5908322919052 2.06210130570186 -6.10582625455435 1.02270214300415e-09 8.64052195179148e-08 "Ms4a4d" TRUE
